name,type,capacity_mw,operator,state,osm_id,lng,lat
Unnamed Hydro Plant,hydro,0,Unknown,Kerala,way/469501270,76.6164581,10.3102619
Unnamed Solar Plant,solar,5.0,Unknown,Rajasthan,way/474417450,74.2518714,27.2245762
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/474417451,72.976324,28.1252614
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/474417452,72.9667178,28.1371721
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/475161496,77.5261084,28.4374087
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/475174313,72.2715141,27.3297466
Lodha Industries Power Plant,coal,0,Lodha Industries,Maharashtra,way/475908394,79.2469872,20.9270686
Hiranmaye Haldia Power Plant,coal,60.0,Hiranmaye Energy Limited,West Bengal,way/475959669,88.1027062,22.0804235
Mono Steel Kesaria,solar,10.0,Unknown,Gujarat,way/477911192,71.0051108,20.8185123
Panamkutty Power House,hydro,77.6,KSEB (Kerala State Electricity Board),Kerala,way/479210951,76.9795034,9.9533311
Helabeli,solar,10.0,Unknown,Gujarat,way/479313291,70.0205666,21.6974465
Dhank,solar,5.0,Unknown,Gujarat,way/479313294,70.1161338,21.7363179
"APCA, Khageshri",solar,5.0,Unknown,Gujarat,way/479313295,70.0667717,21.7765475
Mervadar,solar,50.0,Unknown,Gujarat,way/479313296,70.1006909,21.7403562
Dhank,solar,5.0,Unknown,Gujarat,way/479313298,70.0771706,21.7768526
BSES Rajdhani Power Plant,gas,0,BSES Rajdhani Power Limited,Delhi,way/479980889,77.3095282,28.6763708
Yelahanka Combined Cycle Power Plant,gas,370.0,Karnataka Power Corporation Limited,Karnataka,way/487587784,77.5819147,13.1164238
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/488286330,79.5378986,28.1703573
Allain Duhangan Hydro Project,hydro,192.0,Statkraft / SJVN,Himachal Pradesh,way/489244100,77.2403977,32.2601635
Kurnool Ultra Mega Solar Park,solar,1000.0,APSPDCL,Andhra Pradesh,way/490751287,78.2592196,15.6724036
Unnamed Unknown Plant,solar,0,Unknown,Andhra Pradesh,way/491305673,78.7426761,14.0583728
Shanan Power Project,hydro,110.0,Punjab State Power Corporation,Himachal Pradesh,way/493723417,76.8080404,31.9901288
iim indore power generator,solar,1.0,IIM Indore,Madhya Pradesh,way/494912036,75.7902687,22.6251543
Parigi SSJ,solar,5.0,Unknown,Andhra Pradesh,way/497692084,77.9152711,17.1674867
Unnamed Coal Plant,coal,0,Unknown,Orissa,way/499105807,86.6452217,20.3112497
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/506335161,78.0377635,32.2394589
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/506490525,78.2884387,19.0474082
Kudava,solar,6.0,Unknown,Gujarat,way/507111955,70.9058285,22.3567601
Unnamed Unknown Plant,coal,0,Unknown,Madhya Pradesh,way/507537388,81.9143228,24.1611045
Maneri Bhali I Power Station,hydro,90.0,Uttarakhand Jal Vidyut Nigam Limited,Uttaranchal,way/508582664,78.4447928,30.7261592
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/510509722,78.2487206,9.5059448
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/511091093,71.2045993,26.4881213
Teesta Low Dam - III Hydropower Plant,hydro,132.0,NHPC Limited,West Bengal,way/511817219,88.4418652,27.0023196
Moserbear,solar,20.0,Unknown,Gujarat,way/512046142,69.8478167,21.6026875
Hiraco,solar,20.0,Unknown,Gujarat,way/512046144,69.8423021,21.5984005
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/513442071,76.4348903,33.0026661
Baira Dam,hydro,0,Unknown,Himachal Pradesh,way/513690648,76.1416747,32.806686
Dul Hasti Hydroelectric Power Station,hydro,390.0,NHPC Limited,Jammu and Kashmir,way/515132909,75.7983041,33.369161
Varavoo Kaval,solar,170.0,Karnataka Solar Power Development Corporation,Karnataka,way/516693328,76.5822565,14.3748844
Karahra Kalan,solar,10.0,Unknown,Uttar Pradesh,way/519130809,79.8117846,25.3200958
Mauja,solar,8.0,Unknown,Uttar Pradesh,way/519130810,79.8134161,25.3170124
Usher Eco Power Limited,biomass,16.0,Unknown,Uttar Pradesh,way/519130814,77.4861906,27.7498015
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/519692869,76.3807156,32.2098065
Solar Park Rani/Pali,solar,25.0,Unknown,Rajasthan,way/521302189,73.2203217,25.3375924
Darlipali Super Thermal Power Station,coal,1600.0,NTPC Limited,Orissa,way/521570800,83.8945734,21.9676335
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/529548700,78.263694,18.3812714
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/529548701,78.2256436,18.3884911
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/529548702,78.248561,18.3837478
Bap SECI (JNNSM),solar,120.0,Eden Renewables,Rajasthan,way/529560345,72.3999533,27.4932945
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/529560347,72.4185249,27.4971737
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/529560350,72.3873771,27.4827046
Suryalabh,solar,30.0,Unknown,Rajasthan,way/529560352,72.4796323,27.4434324
Unnamed Hydro Plant,hydro,0,Unknown,West Bengal,way/532994334,88.2332139,26.9549469
Unnamed Unknown Plant,hydro,0,Unknown,Kerala,way/539159387,75.3747439,11.9836313
Teesta Low Dam - IV Hydropower Plant,hydro,160.0,NHPC Limited,West Bengal,way/539659548,88.4571782,26.927492
Unnamed Hydro Plant,hydro,0,Unknown,Uttaranchal,way/543609913,79.5839219,30.0552961
Unnamed Coal Plant,coal,90.0,Unknown,Madhya Pradesh,way/545258580,78.7318404,22.9594739
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/545357582,77.4794443,13.9893776
Beechiganipalle,solar,10.0,Unknown,Andhra Pradesh,way/545357585,77.5177308,13.9444723
Kalipi,solar,40.0,Unknown,Andhra Pradesh,way/545357588,77.4800063,13.9817869
Seegipalle,solar,50.0,Unknown,Andhra Pradesh,way/545357591,77.490615,13.9359089
Pulichintala powerhouse,hydro,120.0,Telangana State Power Generation Corporation Limited,Andhra Pradesh,way/549654571,80.0527529,16.7739238
Jharsuguda CPP Power Station,coal,1215.0,Vedanta Resources Ltd.,Orissa,way/553145243,84.055519,21.7871532
Myntdu Leshka Dam,hydro,0,MeECL (Meghalaya Energy Corporation),Meghalaya,way/558327397,92.2010938,25.2630476
Myntdu Leshka hydro power station,hydro,126.0,MeECL,Meghalaya,way/558327403,92.2284963,25.2354051
Unnamed Solar Plant,solar,0,Unknown,Orissa,way/566728529,86.6040685,20.2424865
KSEB Small Hydro Projects 2,hydro,0,Unknown,Kerala,way/570879232,76.0537872,11.369073
Jorethang Loop HEP,hydro,96.0,NHPC Limited,Sikkim,way/575634986,88.2919471,27.1600265
Chagi,solar,39.0,Unknown,Andhra Pradesh,way/577064572,77.2664416,15.5242802
Unnamed Solar Plant,solar,3.0,Unknown,Andhra Pradesh,way/577095402,81.7375383,17.0100123
Solang Hydro Power Station,hydro,0,Unknown,Himachal Pradesh,way/579968919,77.1540005,32.3200781
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/582021627,77.1750229,32.3090022
Sholayar Power Station,hydro,54.0,Kerala State Electricity Board,Kerala,way/588828639,76.7303941,10.3040747
Raghawa IOC,solar,5.0,Unknown,Rajasthan,way/589337497,70.5690372,27.38501
Raghawa GAIL,solar,5.0,Unknown,Rajasthan,way/589337498,70.5631839,27.3840734
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/589337516,73.0716528,26.5805049
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/589337519,73.0645054,26.5795598
Bithuja,solar,5.2,Unknown,Rajasthan,way/589528954,72.2887141,25.8037621
Munanjipatti,solar,7.7,Unknown,Tamil Nadu,way/590285272,77.7990094,8.533698
Melamudimannar,solar,18.0,Unknown,Tamil Nadu,way/590858783,78.2474862,9.4155892
Narikudi,solar,60.0,Unknown,Tamil Nadu,way/590858784,78.3126517,9.5700547
Tiruchuli,solar,50.0,Unknown,Tamil Nadu,way/590858788,78.2273494,9.5221996
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/590858789,78.2149838,9.5134695
Anpara-D,coal,1000.0,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,Uttar Pradesh,way/592750474,82.808532,24.191539
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/594951107,81.0064837,26.182957
Unnamed Solar Plant,solar,5.0,Unknown,Gujarat,way/597309904,73.1281462,21.4239355
Haldia Energy power station,coal,600.0,Haldia Energy Limited,West Bengal,way/603765443,88.1773947,22.1063144
Dadar Kala,solar,75.0,Engie Solar,Uttar Pradesh,way/607446771,82.3599167,25.1009923
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/607709130,77.4226941,18.1474104
Waa Solar Surendranagar,solar,10.0,Unknown,Gujarat,way/609526762,71.4182648,22.7082717
S.J. Green Surendranagar,solar,5.0,Unknown,Gujarat,way/609526763,71.4131122,22.7070209
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/610548302,72.9640728,28.1547178
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/610559557,72.3870197,27.4736043
Unnamed Unknown Plant,solar,0,Unknown,Andhra Pradesh,way/613362557,78.0565109,15.7788785
Kosda Kala,solar,0,Unknown,Uttar Pradesh,way/615999722,82.2113585,25.0707299
Unnamed Solar Plant,solar,0,Unknown,Uttaranchal,way/615999752,79.1966146,29.0647179
Unnamed Solar Plant,solar,0,Unknown,Uttaranchal,way/615999753,79.1871827,29.0519598
Unnamed Hydro Plant,hydro,0,Unknown,Kerala,way/617975602,76.3701812,10.5305168
Kalpataru Biomass Power Plant,biomass,7.8,KPTL,Rajasthan,way/618047278,73.5844856,29.691046
Amathur,solar,14.0,Unknown,Tamil Nadu,way/618569316,77.884541,9.5538784
Valathadippatti,solar,10.0,Unknown,Tamil Nadu,way/618569337,78.6348366,10.5787334
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/618762302,77.7008084,8.9214573
Shezhilanallur,solar,0,Unknown,Tamil Nadu,way/618762305,77.7146244,8.9173541
Ramgarh Gas Thermal Power Station,gas,273.8,Rajasthan Rajya Vidyut Utpadan Nigam,Rajasthan,way/618824711,70.5340733,27.3377331
Unnamed Solar Plant,solar,0,Unknown,West Bengal,way/621118294,86.4293589,23.3600758
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/622808538,74.6413946,24.6555981
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/623113430,75.8686558,17.8704355
Unnamed Coal Plant,coal,0,Unknown,Tamil Nadu,way/636898416,80.0575439,13.4165579
Solar Power Station,solar,0,Unknown,Lakshadweep,way/638704818,72.6179231,10.5417529
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/638897652,77.2328807,28.5438691
Altabari Power House,gas,0,North Bihar Power Distribution Co. Ltd.,Bihar,way/640776320,87.8997556,26.2556375
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/641125211,73.819153,18.5559018
Lucknow Metro Depot,solar,0,Unknown,Uttar Pradesh,way/643401664,80.8831907,26.782367
IL&FS Tamil Nadu Thermal Power Station,coal,1200.0,IL&FS Tamil Nadu Power Company,Tamil Nadu,way/645959123,79.7517592,11.5261596
Unnamed Coal Plant,coal,0,KSK Energy Ventures Pvt Ltd,Chhattisgarh,way/648807546,82.3551597,21.9627627
NTPC Tanda,coal,1760.0,NTPC,Uttar Pradesh,way/654211362,82.5996539,26.588535
Baroo A,solar,20.0,Unknown,Rajasthan,way/654730191,71.9620371,27.3597951
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/654730194,72.241538,27.3834724
Unnamed Solar Plant,solar,25.0,Unknown,Rajasthan,way/654730197,72.2294586,27.3950813
Bhubaneshwar Jasper Power Plant,coal,0,Unknown,Orissa,way/660954413,85.7476325,20.4789666
Unnamed Unknown Plant,coal,0,Unknown,Orissa,way/661042558,84.9084055,19.3229742
Jojobera power plant,coal,547.5,Tata Power,Jharkhand,way/661056838,86.249234,22.7569123
Parli Thermal Power Station,coal,750.0,Maharashtra State Power Generation Company,Maharashtra,way/661216615,76.5439455,18.9037542
Massanjore Dam Power Station,hydro,16.0,DVC (Damodar Valley Corporation),Jharkhand,way/661432740,87.3084488,24.1068712
Unnamed Solar Plant,solar,0,Unknown,Jharkhand,way/661463463,86.7621714,24.4592062
Tapovan,solar,14.0,Unknown,Jharkhand,way/661463464,86.7551064,24.4615525
Hazira Reliance Power Plant,gas,500.0,Reliance Power,Gujarat,way/661885043,72.6874604,21.1592426
GSEG Combined Cycle Power plant,gas,507.0,Gujarat State Energy Generation,Gujarat,way/661885044,72.661985,21.165881
NTPL Thermal Power Station,coal,1000.0,NTPC Tamil Nadu Energy Company Limited,Tamil Nadu,way/662798206,78.1688645,8.7616304
Tuticorin Thermal Power Station,coal,1050.0,TANGEDCO,Tamil Nadu,way/662798207,78.1759041,8.7627686
Swastik Power and Mineral Resources Private Limited,coal,25.0,Unknown,Chhattisgarh,way/663471185,82.7030558,22.2985467
Mangaon Combined Cycle Power Plant,gas,0,Unknown,Maharashtra,way/663520476,73.3615963,18.4079896
Unnamed Unknown Plant,coal,0,Unknown,Andhra Pradesh,way/663883128,81.6025467,17.1293779
Rungta Kamanda Power Station,coal,0,Rungta Mines,Orissa,way/664709787,85.2235114,21.9289533
Karbi Langpi Dam,hydro,0,NEEPCO,Assam,way/667431851,92.4994285,25.9131499
Karbi Langpi Power Station,hydro,100.0,Unknown,Assam,way/667431859,92.5172907,25.9554666
Kakkad Hydro Electric Power Station,hydro,50.0,Kerala State Electricity Board,Kerala,way/669459219,76.9717708,9.3275423
Lower Periyar Dam,hydro,0,Kerala State Electricity Board,Kerala,way/670686429,76.8797252,9.3296108
Umtru Dam,hydro,0,Unknown,Meghalaya,way/671323843,91.8114513,26.0068577
Captive Power Plant Rajpura Dariba,coal,160.0,Hindustan Zinc Limited,Rajasthan,way/672334315,74.1212877,24.9662472
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/672386976,77.8076353,27.386346
Punganur,solar,50.0,Unknown,Andhra Pradesh,way/672719789,78.6732093,13.3233708
Unnamed Hydro Plant,hydro,0,Unknown,Maharashtra,way/673320945,73.9615286,16.4071537
Unnamed Solar Plant,solar,20.0,Unknown,Rajasthan,way/686891090,71.993824,27.3490998
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/686891091,72.0975332,27.4867762
Unnamed Solar Plant,solar,60.0,Unknown,Rajasthan,way/693252580,74.2532243,27.21037
Sanwreej,solar,20.0,Unknown,Rajasthan,way/693252589,72.2590408,26.9814404
Titagarh Power Plant,coal,0,CESC Limited,West Bengal,way/693325891,88.3705478,22.7316431
BHEL SOlar Power Plant,solar,0,Unknown,Uttaranchal,way/695753349,78.1072837,29.9348993
BEL Solar Power plant,solar,16.25,Unknown,Andhra Pradesh,way/696789854,78.1407456,17.514102
Unnamed Solar Plant,solar,0,Unknown,Jammu and Kashmir,way/697516614,78.1674312,34.0284827
Khargone power station,coal,1320.0,NTPC,Madhya Pradesh,way/698045842,75.8593458,22.061584
Rajwakti Power House,hydro,4.4,UJVNL,Uttaranchal,way/701593016,79.3273396,30.3089445
Aditya Aluminum Power Station,coal,900.0,Hindalco Industries Ltd,Orissa,way/704323611,84.0618142,21.7357181
Unnamed Solar Plant,solar,0,Unknown,Himachal Pradesh,way/705225339,76.4962632,31.2920381
Khilchipur,solar,0,Unknown,Madhya Pradesh,way/705408532,76.5881864,24.0683588
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/713180920,77.9480485,17.6058616
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/719469796,78.2606531,9.4983399
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/719469797,78.2687071,9.492133
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/719469800,78.3485846,9.3905452
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/719469801,78.2177358,9.3593648
Unnamed Solar Plant,solar,0,Unknown,Punjab,way/722342238,76.2509966,30.5162835
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/727888732,80.0237851,13.5954024
Telangana Super Thermal Power Plant,coal,1600.0,NTPC,Andhra Pradesh,way/733623933,79.4725204,18.7522908
Singareni Thermal Power Plant,coal,1200.0,Singareni Collieries Company Limited,Andhra Pradesh,way/733623934,79.572325,18.8221821
Mutiara Thermal Power Plant,coal,1200.0,Coal and Oil Group,Tamil Nadu,way/733764035,78.1450814,8.9129778
Teesta Stage III Hydroelectric,hydro,1200.0,Teesta Urja Limited,Sikkim,way/733894880,88.6504412,27.5975417
Unnamed Unknown Plant,unknown,0,Unknown,Himachal Pradesh,way/736785474,77.7533425,31.5555023
Unnamed Unknown Plant,unknown,0,Unknown,Himachal Pradesh,way/736785492,77.7788156,31.5420931
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/743737307,78.2255799,9.4896726
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/747799963,76.0610063,17.45547
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/747799964,76.0593339,17.4468688
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664610,77.920189,16.4879895
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664611,77.91462,16.4751494
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664612,77.914571,16.4709486
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664614,77.9157579,16.4682221
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664615,77.9120712,16.4662454
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664616,77.9091758,16.4682619
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664617,77.9019218,16.4678529
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664618,77.9289557,16.4892922
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664619,77.9127243,16.4818837
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664620,77.8849929,16.4572372
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664621,77.8853805,16.4526185
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664622,77.8814269,16.4689294
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664623,77.8828687,16.4647818
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664624,77.8830014,16.4610391
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/748664625,77.8670342,16.4445318
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/750523881,79.3181414,12.8047474
Unnamed Hydro Plant,hydro,0,Unknown,Uttaranchal,way/750596002,78.4495069,30.8097342
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/750805182,77.3512454,14.2569029
Chengam,solar,36.0,Unknown,Tamil Nadu,way/751947969,78.9481616,12.3451243
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/752689578,77.3645049,13.9925112
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/754330661,81.5557328,25.2342682
Jvvnl Vaishali Nagar,gas,0,Jaipur Vidyut Vitran Nigam Limited,Rajasthan,way/754796571,75.7444448,26.9120143
Lower Periyar hydro power station,hydro,180.0,KSEB KARIMANAL,Kerala,way/756450912,76.853649,10.017531
Unnamed Unknown Plant,hydro,0,Unknown,Kerala,way/758340931,76.1511686,11.1416415
Ghasoi,solar,10.0,Unknown,Madhya Pradesh,way/760955344,75.70165,24.0985663
NTPC Mandsaur,solar,0,NTPC Limited,Madhya Pradesh,way/760955345,75.7954824,24.0877787
Unnamed Unknown Plant,unknown,0,Unknown,Assam,way/766783001,90.3670031,26.4445203
Unnamed Unknown Plant,unknown,0,Unknown,Assam,way/766783004,90.3675292,26.4438205
Bap - OPG,solar,5.0,Unknown,Rajasthan,way/768543001,72.3560737,27.3530557
Khopoli Uttam Galva Steel Works Captive Power Plant,coal,0,Unknown,Maharashtra,way/775144935,73.2583871,18.7712687
Aliganj Local Power Station,gas,0,UPPCL,Uttar Pradesh,way/776148284,79.1703868,27.4977338
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/776823506,78.9457097,17.6991942
Palavalli,solar,50.0,Unknown,Karnataka,way/778434338,77.3154368,14.1400908
Chutak Hydroelectric Plant,hydro,44.0,NHPC Limited,Jammu and Kashmir,way/782262619,76.0745099,34.4587063
North Karanpura Thermal Power Station,coal,660.0,NTPC Limited,Jharkhand,way/783115508,85.0121078,23.8489101
Unnamed Gas Plant,gas,0,Unknown,Kerala,way/787079852,76.8078099,8.9610195
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/794583164,78.6741877,17.7043489
Telangana II Solar Power Plant,solar,12.0,Unknown,Andhra Pradesh,way/797772099,77.7629645,16.1527501
Pallivasal Powerhouse,hydro,37.5,KSEB,Kerala,way/798402542,77.0549305,10.0314864
Panniyar Power Plant,hydro,0,Unknown,Kerala,way/798460151,77.0279776,9.9738611
Unnamed Unknown Plant,unknown,0,Unknown,Gujarat,way/799237878,72.6787866,21.1659431
Karikayam Dam,hydro,0,private,Kerala,way/799378202,76.899514,9.3350265
KSEB Muvattupuzha,solar,0,Unknown,Kerala,way/799425117,76.5632564,10.0164215
Unnamed Unknown Plant,unknown,0,Unknown,Puducherry,way/799578206,75.2633556,12.0257765
Power House,hydro,0,KSEB,Kerala,way/799590038,76.177731,10.3765485
KSEB Nallalam Diesel Power Plant,gas,96.0,Kerala State Electricity Board,Kerala,way/799792158,75.8062466,11.2055988
Power House Agatti,gas,0.1,Unknown,Lakshadweep,way/800386715,72.1945865,10.8623028
Vindhyanagar,solar,15.0,Unknown,Madhya Pradesh,way/800444507,82.6415305,24.1192322
BCCL Powerhouse,coal,20.0,Bharat Coking Coal Limited,Jharkhand,way/800474233,86.470389,23.8078283
Unnamed Coal Plant,coal,0,Unknown,Kerala,way/801333412,76.310489,10.4248566
Unnamed Coal Plant,coal,0,Unknown,Andhra Pradesh,way/801380979,83.1924006,17.598896
Middle Vaitarna Dam,hydro,0,MCGM,Maharashtra,way/801753320,73.4328476,19.7061526
Nirmal Acme,solar,50.0,Unknown,Andhra Pradesh,way/802167475,78.244704,19.1339743
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/802167476,78.2415584,19.1412305
Banasura Sagar 400kW SPV Power plant,solar,0,Unknown,Kerala,way/804818861,75.9572126,11.671103
Unnamed Hydro Plant,hydro,0,Unknown,Rajasthan,way/808020038,74.6045936,26.3783287
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/810530422,78.4658768,17.0583698
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/815805187,77.372709,12.9010503
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/819335260,76.614829,32.2981366
Sainj Hydro Power Project,hydro,100.0,Himachal Pradesh Power Corporation Limited,Himachal Pradesh,way/820186104,77.4074444,31.7797093
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/820222416,79.2270175,18.4235271
Panwari,solar,0,Unknown,Uttar Pradesh,way/821582646,79.4646417,25.459144
Rana Pratap Sagar Hydel Power station,hydro,172.0,Rajasthan Rajya Vidyut Utpadan Nigam,Rajasthan,way/821695690,75.5789731,24.9181096
Jawahar Sagar Hydel Power Station,hydro,99.0,Rajasthan Rajya Vidyut Utpadan Nigam,Rajasthan,way/821695691,75.6773794,25.0386855
Mahi Power House II,hydro,90.0,Rajasthan Rajya Vidyut Utpadan Nigam,Rajasthan,way/821695692,74.2359756,23.3560757
Dholpur Combined Power Station,gas,330.0,Rajasthan Rajya Vidyut Utpadan Nigam,Rajasthan,way/821695693,77.8501849,26.7018036
Utkal Alumina Smelter Power Plant,coal,90.0,Unknown,Orissa,way/821888949,83.0280214,19.1957109
Ghataprabha Dam PowerHouse,hydro,32.0,Karnataka Power Corporation Limited,Karnataka,way/822566039,74.644849,16.1424265
Unnamed Hydro Plant,hydro,0,Unknown,Karnataka,way/822566040,77.0224066,12.213453
Bhadra Right Bank Canal Powerhouse,hydro,13.2,Karnataka Power Corporation Limited,Karnataka,way/822566043,75.6374507,13.7007898
Unnamed Hydro Plant,hydro,0,Unknown,Karnataka,way/822566044,74.9472218,13.6567944
Vijayanagar Toranagallu Power Station,coal,860.0,JSW Energy,Karnataka,way/822601316,76.6646871,15.1850873
Pochampad hydro power plant,hydro,36.0,Telangana State Power Generation Corporation Limited,Andhra Pradesh,way/822707396,78.344843,18.966724
Lower Jurala hydro power plant,hydro,240.0,Telangana State Power Generation Corporation Limited,Andhra Pradesh,way/822707397,77.7774122,16.3129189
Nagarjuna Sagar tail pond hydroelectric power station,hydro,50.0,Andhra Pradesh Power Generation Corporation,Andhra Pradesh,way/822707398,79.4910105,16.6260455
Bhadradri Thermal Power Plant,coal,1080.0,Telangana State Power Generation Corporation Limited,Andhra Pradesh,way/822707403,80.7394614,18.0282273
Jawaharpur Super Thermal Power Station,coal,1320.0,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited,Uttar Pradesh,way/822707409,78.8287148,27.4990045
SEPC,coal,525.0,SEPC,Tamil Nadu,way/822892679,78.1574518,8.7559982
Dhuvaran Phase 1,solar,75.0,Unknown,Gujarat,way/822892680,72.7391213,22.2524303
Rihand,hydro,300.0,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited,Uttar Pradesh,way/822892689,83.0072012,24.2034607
Obra powerhouse,hydro,99.0,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited,Uttar Pradesh,way/822892690,82.9669744,24.4400647
Shrinagar Hydro electric Power Plant,hydro,330.0,GVK,Uttaranchal,way/823015160,78.7915527,30.230671
Srinagar Hydroelectric Power Station,hydro,330.0,GVK Industries,Uttaranchal,way/823015162,78.8314861,30.2404195
Jegurupadu Combined Cycle Power Plant,gas,445.0,GVK,Andhra Pradesh,way/823015163,81.8617728,16.9305896
Sabarigiri Hydro Electric Plant,hydro,340.0,Kerala State Electricity Board,Kerala,way/823181880,77.0729682,9.3099437
Small Hydro Electric Project Malampuzha,hydro,2.5,Kerala State Electricity Board,Kerala,way/823181882,76.6836258,10.8297449
Kuttulam Power Plant,gas,100.0,TANGEDCO,Tamil Nadu,way/823185402,79.5861223,11.0338116
KUNDAH I,hydro,0,TANGEDCO,Tamil Nadu,way/823190927,76.6514477,11.2862239
KUNDAH IV/Pillur,hydro,0,TANGEDCO,Tamil Nadu,way/823190928,76.8061374,11.2604783
Hazira Power Plant,gas,515.0,Essar Energy,Gujarat,way/823272713,72.6558735,21.1100577
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/823477053,77.1636437,31.6989349
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/823477054,76.7985575,31.9546406
Uhl III hydro power station,hydro,100.0,HPSEB,Himachal Pradesh,way/823477055,76.7216398,31.8751342
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/823477056,77.8573971,31.5779905
Maneri Bhali II Power Station,hydro,304.0,Uttarakhand Jal Vidyut Nigam Limited,Uttaranchal,way/823477058,78.3191394,30.6073798
Dhakrani Power Plant,hydro,33.75,Uttarakhand Jal Vidyut Nigam Limited,Uttaranchal,way/823477061,77.7366359,30.4560611
Chilla,hydro,144.0,Uttarakhand Jal Vidyut Nigam Limited,Uttaranchal,way/823477062,78.2200586,29.9762484
