country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
IND,India,Chikkanayakanahalli,WKS0067030,20.0,13.4200,76.6050,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,44.39,43.94,45.41,46.47,44.93,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chikkodi,WKS0067029,20.0,16.4490,74.5510,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,46.49,45.79,46.53,45.69,44.76,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chillkepally,WKS0070930,8.0,17.6830,77.7230,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,16.58,16.49,16.80,16.29,16.05,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chiluah,WKS0073922,10.0,27.6080,79.6840,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,18.58,18.43,18.51,18.80,18.89,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chilveru,WKS0064630,8.0,16.7590,78.2570,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,15.22,15.60,16.33,15.62,16.18,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chincholli,WKS0067031,20.0,17.4020,77.3810,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,45.04,45.06,46.16,46.62,45.57,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chingerbandh Solar Power Plant,WRI1026130,5.0,20.6729,83.1107,Solar,,,,,Alex Green Energy Private Limited,P3 Green,http://www.p3green.com,Industry About,,,,,,,,,,,9.66,9.50,9.62,9.66,9.79,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chittapura,WKS0067032,20.0,17.2350,77.0550,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,44.90,45.79,46.16,47.15,45.36,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Choharianwali,WKS0072801,25.0,30.4010,74.0780,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,47.13,50.15,50.69,51.10,50.76,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chudiyala Omkar 1,WKS0067147,10.0,29.8680,77.7360,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,18.61,20.26,19.91,17.38,19.94,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chudiyala Omkar 2,WKS0067149,10.0,29.8770,77.7330,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,18.61,20.26,19.91,17.38,19.94,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chudiyala Omkar 3,WKS0067151,10.0,29.8800,77.7390,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,18.61,20.40,19.91,17.43,19.86,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chudiyala Profigate 1,WKS0067150,5.0,29.9170,77.7500,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.82,10.46,10.22,10.04,10.14,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chudiyala Profigate 2,WKS0067152,5.0,29.9180,77.7550,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.69,10.46,10.22,10.04,10.14,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chudiyala Rays,WKS0067137,20.0,29.8740,77.7570,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,41.46,45.71,45.08,41.08,44.75,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Chukoda,WKS0068388,50.0,19.5050,75.0550,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,113.93,112.09,113.24,111.42,115.99,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Civil Lines,WKS0070874,10.0,21.2200,81.7000,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,18.02,18.67,18.97,19.05,19.62,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Cochin COK,WKS0066093,12.0,10.1570,76.3840,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,24.10,23.48,22.99,25.04,22.99,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Cochin COK II,WKS0069741,10.0,10.1490,76.3907,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,18.51,19.24,18.22,19.02,18.22,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Coimbatore,WKS0073472,10.0,11.1430,76.9500,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,18.15,18.19,18.89,20.55,18.88,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,D.P.L.,IND0000087,660.0,23.5211,87.3023,Coal,Oil,,,2005,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1033288,2019,,1228.69,1758.58,2143.39,2258.3458,2098.731,,Central Electricity Authority,,,,,3476.85,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DADRI (NCTPP),IND0000088,1820.0,28.6030,77.6078,Coal,Oil,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1023644,2019,,11466.0,9333.0,8197.0,9271.0,9861.136,,Central Electricity Authority,,,,,9587.68,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DADRI GT,IND0000089,829.78,28.5932,77.6101,Gas,Oil,,,1992,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1023638,2019,,2462.0,2924.0,2178.0,1575.0,1605.0,,Central Electricity Authority,,,,,2610.85,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DAE RAJASTHAN,IND0000086,100.0,24.8747,75.6189,Nuclear,,,,1972,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1024542,2019,,,0.0,0.0,0.0,0.0,,Central Electricity Authority,,,,,669.21,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DAHANU FRESNEL,WRI1019902,100.0,26.7803,72.0091,Coal,,,,,Reliance Power ltd,Reliance Power Ltd,http://www.reliancepower.co.in/,WRI,1090966,,,,,,,,,,,,,,526.79,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DAMODARAM SANJEEVAIAH,IND0000090,1600.0,14.3444,80.1264,Coal,Oil,,,2014,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1065634,2019,,1025.3845,4750.17755,8081.514,4482.947,6469.539,,Central Electricity Authority,,,,,8428.73,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DANAPUR BMM,WRI1019912,25.0,15.1707,76.3770,Coal,,,,,Bmm Pvt ltd,Bmm Pvt ltd,http://jobs.cari.co.in/jobs/bmm-ispat-ltd,WRI,1079148,,,,,,,,,,,,,,131.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DAUND SUGAR,WRI1019950,30.0,18.4271,74.6338,Biomass,,,,,Daund Sugar ltd,Daund Sugar ltd,http://www.daundsugar.com/,WRI,1109601,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,DAVANGERE MILL,WRI1019914,24.0,14.3277,75.8808,Biomass,,,,,Davangere Co ltd,Davangere Co ltd,http://biomass-power.industry-focus.net/karnataka-biomass-projects/148-davangere-sugar-co-to-set-up-30-mw-biomass-power-project-davangere-sugar-co-to-set-up-30-mw-biomass-power-project.html,WRI,1062788,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,DEHAR,IND0000091,990.0,31.4133,76.8686,Hydro,,,,1979,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1011038,2019,,3135.3047,3322.4442999999997,3168.7565999999997,3070.8088000000002,3210.1685,,Central Electricity Authority,3702.27,3530.91,3702.27,3379.76,3847.03,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,DERANG,IND0000092,1200.0,21.1238,84.9843,Coal,Oil,,,2014,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1078237,2019,,481.94575000000003,5837.766,6164.74,3444.42,3950.566,,Central Electricity Authority,,,,,6321.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DGEN MEGA CCCP,IND0000093,1200.0,21.6923,72.6215,Gas,,,,2014,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1058556,2019,,0.0,2636.864,2.97,0.0,0.0,,Central Electricity Authority,,,,,3775.73,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DHAKRANI,IND0000094,33.75,30.4561,77.7368,Hydro,,,,1967,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1032586,2019,,148.66295,136.1757,119.58905,129.0316,146.74259999999998,,Central Electricity Authority,146.51,125.65,126.06,106.94,122.79,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,DHALIPUR,IND0000095,51.0,30.4354,77.6821,Hydro,,,,1967,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1032587,2019,,229.9843,204.03470000000002,179.49800000000002,185.77645,218.89005,,Central Electricity Authority,204.10,130.59,161.50,124.81,117.79,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,DHANU,IND0000096,500.0,19.9545,72.7478,Coal,Oil,,,1995,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1011189,2019,,3642.26,3480.74,3394.367,3189.8,3268.01,,Central Electricity Authority,,,,,2633.97,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DHARIWAL INF TPP,IND0000097,600.0,20.0102,79.2033,Coal,Oil,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1079457,2019,,382.45,334.9,1413.0,2205.11,2966.0,,Central Electricity Authority,,,,,3160.77,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DHAULI GANGA,IND0000098,280.0,29.8783,80.5727,Hydro,,,,2005,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1023408,2019,,739.77255,1084.1818500000002,951.34935,1147.3942000000002,1100.67895,,Central Electricity Authority,1211.69,944.94,974.57,809.53,844.24,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,DHOLPUR,IND0000099,330.0,26.7024,77.8492,Gas,,,,2007,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1038413,2019,,829.1142,282.7,94.855,210.2305,20.2349,,Central Electricity Authority,,,,,1038.32,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DHUVARAN CCPP,IND0000101,595.2,22.2396,72.7520,Gas,,,,2010,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1017910,2019,,145.814,384.538,283.74811,549.8693,656.549,,Central Electricity Authority,,,,,1872.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DIGHE WORKS,WRI1019951,22.0,19.1896,73.0040,Oil,,,,,Mukand Mukand ltd,Mukand Mukand ltd,http://www.mukand.com/,WRI,1051810,,,,,,,,,,,,,,109.08,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DIKCHU,IND0000528,96.0,27.4028,88.5247,Hydro,,,,2017,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,,,368.24950000000007,459.92879999999997,,Central Electricity Authority,400.86,345.97,402.62,303.85,304.30,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,DLF,IND0000103,15.5,24.8271,92.9737,Gas,,,,1997,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1091450,2019,,,,,,,,,,,,,48.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DNYANESHWAR MILL,WRI1019952,12.96,19.4496,75.0382,Biomass,,,,,Shri Ssk ltd,Shri Ssk ltd,http://dssk.co.in/,WRI,1051818,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,DOLVI ISPAT,WRI1019953,67.6,18.6900,73.0390,Oil,,,,,Jsw Steel ltd,Jsw Steel ltd,http://www.jsw.in/,WRI,1046220,,,,,,,,,,,,,,335.19,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DONKARAYI,IND0000104,25.0,17.8994,81.8296,Hydro,,,,1983,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1010138,2019,,,,,,,,,109.10,85.71,97.27,74.62,80.14,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,DOYANG,IND0000105,75.0,26.2325,94.2612,Hydro,,,,2000,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1024374,2019,,164.32425,162.3243,257.6453,273.01805,230.31265,,Central Electricity Authority,312.86,269.04,312.86,232.91,250.91,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,DUDH GANGA,IND0000106,24.0,16.3537,74.0095,Hydro,,,,2000,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1022181,2019,,,,,,,,,89.69,74.42,89.69,64.43,69.63,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,DUGGAVATHI MILL,WRI1019915,22.0,14.6284,75.8448,Biomass,,,,,Shamanur Sugars ltd,Shamanur Sugars ltd,http://www.tradeindia.com/Seller-5380843-SHAMANUR-SUGARS-LIMITED/,WRI,1043956,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,DULHASTI,IND0000107,390.0,33.3691,75.7985,Hydro,,,,2007,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1023409,2019,,2165.54785,2349.6726,2268.6199,2332.1407,2262.0131,,Central Electricity Authority,1641.71,1558.95,1664.41,1455.31,1550.83,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,DURG SPONGE IRON,WRI1019998,12.8,21.1878,81.2099,Coal,,,,,Jai Industries ltd,Jai Industries ltd,https://www.jaibalajigroup.com/power.html,WRI,1057981,,,,,,,,,,,,,,67.42,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DURGAPUR,IND0000108,210.0,23.5310,87.2500,Coal,Oil,,,1981,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1013530,2019,,1153.653,788.6561,518.2409,832.308,856.2,,Central Electricity Authority,,,,,1106.27,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,DURGAPUR STEEL TPS,IND0000109,1000.0,23.5800,87.2043,Coal,Oil,,,2011,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1057070,2019,,3633.396,4179.266,6327.03,6182.0409,5981.371,,Central Electricity Authority,,,,,5267.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,Dadri ISCC,WKS0070999,14.0,28.5915,77.6099,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,25.90,28.40,29.09,28.57,28.03,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Dadri Solar Power Plant,WRI1026131,5.0,28.5787,77.6314,Solar,,,,,Government of India,National Thermal Power Corporation (NTPC),http://www.ntpc.co.in,Industry About,1083353,,,,,,,,,,8.94,9.78,9.88,9.90,9.72,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Dahej,WKS0072490,10.0,21.6940,72.6040,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,20.92,20.50,19.86,20.64,19.86,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Dahri,WKS0073302,25.0,22.0650,72.6200,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,55.87,54.84,55.89,55.28,54.47,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Daisar,WKS0062599,20.0,23.9250,71.5220,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,41.12,42.65,42.72,43.37,43.25,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Dakor,WKS0070638,40.0,25.8900,79.4250,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,84.12,83.62,84.20,76.28,83.01,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Dammakhedi,WKS0068263,45.4,23.9820,75.3270,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,97.39,104.05,105.25,106.16,105.18,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Dammakhedi Fixed,WKS0065780,20.0,23.9800,75.3360,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,42.70,45.33,45.86,46.43,45.80,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Dammakhedi Tracker,WKS0068262,31.0,23.9820,75.3270,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,66.54,71.00,71.83,72.45,71.78,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Dandeli Mill,WRI1019913,20.0,15.2529,74.6283,Gas,,,,,West Coast Paper Mills Ltd.,West Coast Paper Mills Ltd.,http://www.westcoastpaper.com/infrastructure/,WRI,1057900,,,,,,,,,,,,,,62.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,Dariba,WKS0072750,4.8,24.9540,74.1320,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,10.26,10.74,10.74,10.51,10.73,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Daudpur,WKS0068853,25.0,24.5990,84.6860,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,50.99,49.46,50.66,46.97,51.01,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Daulat Pura,WKS0072806,25.0,30.0870,74.0390,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,47.85,49.96,50.83,47.48,47.35,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Debari,WKS0070921,12.0,24.6000,73.8210,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,25.79,26.70,27.07,27.09,27.49,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Deh OWM,WKS0064338,5.0,27.8940,72.9580,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.72,9.78,9.55,9.73,9.72,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Deh Solar Power Plant,WRI1026132,2.0,27.9253,72.8899,Solar,,,,,Sanjeev Prakashan,Solar for India,https://natgrp.files.wordpress.com/solar-power-rajasthan-upto-march-2013.pdf,Industry About,,,,,,,,,,,3.86,3.96,3.82,3.87,3.85,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Deh Welspun,WKS0066853,5.0,27.9070,72.9530,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.72,9.78,9.55,9.73,9.72,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Dehriya Susner,WKS0071318,10.0,23.9850,76.0230,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,19.21,20.96,20.56,20.61,20.82,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Delhi DEL II,WKS0067736,5.7,28.5550,77.0850,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,11.23,11.23,11.30,11.35,11.06,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Dera Baba Jaimal Singh,WKS0070864,12.0,31.5450,75.3300,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,23.50,24.22,23.53,24.51,24.01,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Devadurga,WKS0067033,20.0,16.4060,77.1070,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,42.50,44.82,45.59,45.50,46.42,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Devgarh Wind Farm,WRI1026089,37.5,23.9640,74.6215,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/Y/I/R/YIR8M4NQJKLW63H1OZCGBTSA729PU5/37.5_MW_PDD_-_37.5_MW_Wind_power_project_at_Pratapgarh%2C_Rajasthan?t=WTF8b2pkZHAyfDApG31asZJ6b9TuTgaPGJDE,WRI,1107634,,,,,,,,,,,,,,54.42,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
